node,resource_name,resource_code,direction,pol_min_power_of_unit,pol_min_power_of_unit_plant,pol_max_power_of_unit_plant,pol_max_power_of_unit,from_dtime,from_dtime_utc,to_dtime,to_dtime_utc,time_conditions,limiting_element,add_cond,business_date,publication_ts,publication_ts_utc
,,"Bełchatów B04, Bełchatów B05",,,,580.0,,,,,,,,,2025-02-07,2025-02-07 22:49:35.533,2025-02-07 21:49:35.533
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-02-08,2025-02-08 22:49:45.325,2025-02-08 21:49:45.325
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,2.0,,,,,,,,,,2025-02-08,2025-02-08 22:49:45.325,2025-02-08 21:49:45.325
,,"Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-02-08,2025-02-08 22:49:45.325,2025-02-08 21:49:45.325
,,"Karolin B2 , Karolin B3",,,,,1.0,,,,,,,,2025-02-08,2025-02-08 22:49:45.325,2025-02-08 21:49:45.325
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-02-08,2025-02-08 22:49:45.325,2025-02-08 21:49:45.325
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-02-08,2025-02-08 22:49:45.325,2025-02-08 21:49:45.325
,,Kozienice 2 B11,,,1.0,,,,,,,,,,2025-02-08,2025-02-08 22:49:45.325,2025-02-08 21:49:45.325
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-02-08,2025-02-08 22:49:45.325,2025-02-08 21:49:45.325
,,"Ostrołęka B B01, Ostrołęka B B02, Ostrołęka B B03",,,3.0,,,,,,,,,,2025-02-08,2025-02-08 22:49:45.325,2025-02-08 21:49:45.325
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-02-08,2025-02-08 22:49:45.325,2025-02-08 21:49:45.325
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-02-08,2025-02-08 22:49:45.325,2025-02-08 21:49:45.325
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-02-08,2025-02-08 22:49:45.325,2025-02-08 21:49:45.325
,,Jaworzno 2  B7,,,1.0,,,,,,,,,,2025-02-08,2025-02-08 22:49:45.325,2025-02-08 21:49:45.325
,,"Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-02-08,2025-02-08 22:49:45.325,2025-02-08 21:49:45.325
,,Łagisza B10,,,1.0,,,,,,,,,,2025-02-08,2025-02-08 22:49:45.325,2025-02-08 21:49:45.325
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,2619.0,,,,,,,,,2025-02-08,2025-02-08 22:49:45.325,2025-02-08 21:49:45.325
,,"Bełchatów B04, Bełchatów B05",,,,537.0,,,,,,,,,2025-02-08,2025-02-08 22:49:45.325,2025-02-08 21:49:45.325
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,165.0,,,,,,,,,2025-02-08,2025-02-08 22:49:45.325,2025-02-08 21:49:45.325
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,634.0,,,,,,,,,2025-02-08,2025-02-08 22:49:45.325,2025-02-08 21:49:45.325
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,2219.0,,,,,,,,,2025-02-08,2025-02-08 22:49:45.325,2025-02-08 21:49:45.325
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,2619.0,,,,,,,,,2025-02-08,2025-02-08 22:49:45.325,2025-02-08 21:49:45.325
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-02-09,2025-02-09 22:15:25.553,2025-02-09 21:15:25.553
,,"Jaworzno 2  B7, Łagisza B10",,,1.0,,,,,,,,,,2025-02-09,2025-02-09 22:15:25.553,2025-02-09 21:15:25.553
,,"Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-02-09,2025-02-09 22:15:25.553,2025-02-09 21:15:25.553
,,"Karolin B2 , Karolin B3",,,,,1.0,,,,,,,,2025-02-09,2025-02-09 22:15:25.553,2025-02-09 21:15:25.553
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-02-09,2025-02-09 22:15:25.553,2025-02-09 21:15:25.553
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-02-09,2025-02-09 22:15:25.553,2025-02-09 21:15:25.553
,,Kozienice 2 B11,,,1.0,,,,,,,,,,2025-02-09,2025-02-09 22:15:25.553,2025-02-09 21:15:25.553
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-02-09,2025-02-09 22:15:25.553,2025-02-09 21:15:25.553
,,"Ostrołęka B B01, Ostrołęka B B02, Ostrołęka B B03",,,3.0,,,,,,,,,,2025-02-09,2025-02-09 22:15:25.553,2025-02-09 21:15:25.553
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-02-09,2025-02-09 22:15:25.553,2025-02-09 21:15:25.553
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-02-09,2025-02-09 22:15:25.553,2025-02-09 21:15:25.553
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-02-09,2025-02-09 22:15:25.553,2025-02-09 21:15:25.553
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,159.0,,,,,,,,,2025-02-09,2025-02-09 22:15:25.553,2025-02-09 21:15:25.553
,,"Gryfino Blok 10, Gryfino Blok 9",,,1.0,,,,,,,,,,2025-02-09,2025-02-09 22:15:25.553,2025-02-09 21:15:25.553
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,"Karolin B2 , Karolin B3",,,,,1.0,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,Kozienice 2 B11,,,1.0,,,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,"Gryfino Blok 10, Gryfino Blok 9",,,1.0,,,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,"Ostrołęka B B01, Ostrołęka B B02, Ostrołęka B B03",,,3.0,,,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,2.0,,,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,3.0,,,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,1.0,,,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,"Połaniec B5, Połaniec B6, Połaniec B7",,,1.0,,,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,"Połaniec B2, Połaniec B3, Połaniec B4, Połaniec B5, Połaniec B6, Połaniec B7",,,2.0,,,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,169.0,,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,"ESP Żarnowiec H3, ESP Żarnowiec H4",,,,,1.0,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,2319.0,,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,"Solina H3, Solina H4",,,,,1.0,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,"Kozienice 1 B2, Kozienice 1 B6",,,1.0,,,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,EC Stalowa Wola  B12,,,1.0,,,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,,2.0,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,534.0,,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,"Ostrołęka B B01, Ostrołęka B B02, Ostrołęka B B03",,,2.0,,,,,,,,,,2025-02-10,2025-02-10 22:47:35.322,2025-02-10 21:47:35.322
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-02-11,2025-02-11 23:01:20.451,2025-02-11 22:01:20.451
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-02-11,2025-02-11 23:01:20.451,2025-02-11 22:01:20.451
,,"Karolin B2 , Karolin B3",,,,,1.0,,,,,,,,2025-02-11,2025-02-11 23:01:20.451,2025-02-11 22:01:20.451
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,2.0,,,,,,,,,,2025-02-11,2025-02-11 23:01:20.451,2025-02-11 22:01:20.451
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-02-11,2025-02-11 23:01:20.451,2025-02-11 22:01:20.451
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,3.0,,,,,,,,,,2025-02-11,2025-02-11 23:01:20.451,2025-02-11 22:01:20.451
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-02-11,2025-02-11 23:01:20.451,2025-02-11 22:01:20.451
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-02-11,2025-02-11 23:01:20.451,2025-02-11 22:01:20.451
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-02-11,2025-02-11 23:01:20.451,2025-02-11 22:01:20.451
,,"Ostrołęka B B01, Ostrołęka B B02, Ostrołęka B B03",,,2.0,,,,,,,,,,2025-02-11,2025-02-11 23:01:20.451,2025-02-11 22:01:20.451
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,1.0,,,,,,,,,,2025-02-11,2025-02-11 23:01:20.451,2025-02-11 22:01:20.451
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-02-11,2025-02-11 23:01:20.451,2025-02-11 22:01:20.451
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-02-11,2025-02-11 23:01:20.451,2025-02-11 22:01:20.451
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-02-11,2025-02-11 23:01:20.451,2025-02-11 22:01:20.451
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-02-11,2025-02-11 23:01:20.451,2025-02-11 22:01:20.451
,,Łagisza B10,,,1.0,,,,,,,,,,2025-02-11,2025-02-11 23:01:20.451,2025-02-11 22:01:20.451
,,"Połaniec B2, Połaniec B3, Połaniec B4, Połaniec B5, Połaniec B6, Połaniec B7",,,2.0,,,,,,,,,,2025-02-11,2025-02-11 23:01:20.451,2025-02-11 22:01:20.451
,,"Solina H3, Solina H4",,,,,1.0,,,,,,,,2025-02-11,2025-02-11 23:01:20.451,2025-02-11 22:01:20.451
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,120.0,,,,,,,,,2025-02-11,2025-02-11 23:01:20.451,2025-02-11 22:01:20.451
,,"Kozienice 1 B2, Kozienice 1 B6",,,1.0,,,,,,,,,,2025-02-11,2025-02-11 23:01:20.451,2025-02-11 22:01:20.451
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,634.0,,,,,,,,,2025-02-11,2025-02-11 23:01:20.451,2025-02-11 22:01:20.451
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,534.0,,,,,,,,,2025-02-11,2025-02-11 23:01:20.451,2025-02-11 22:01:20.451
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-02-12,2025-02-12 23:09:45.618,2025-02-12 22:09:45.618
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-02-12,2025-02-12 23:09:45.618,2025-02-12 22:09:45.618
,,"Karolin B2 , Karolin B3",,,,,1.0,,,,,,,,2025-02-12,2025-02-12 23:09:45.618,2025-02-12 22:09:45.618
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,2.0,,,,,,,,,,2025-02-12,2025-02-12 23:09:45.618,2025-02-12 22:09:45.618
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-02-12,2025-02-12 23:09:45.618,2025-02-12 22:09:45.618
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-02-12,2025-02-12 23:09:45.618,2025-02-12 22:09:45.618
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,3.0,,,,,,,,,,2025-02-12,2025-02-12 23:09:45.618,2025-02-12 22:09:45.618
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-02-12,2025-02-12 23:09:45.618,2025-02-12 22:09:45.618
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-02-12,2025-02-12 23:09:45.618,2025-02-12 22:09:45.618
,,"Ostrołęka B B01, Ostrołęka B B02, Ostrołęka B B03",,,2.0,,,,,,,,,,2025-02-12,2025-02-12 23:09:45.618,2025-02-12 22:09:45.618
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,1.0,,,,,,,,,,2025-02-12,2025-02-12 23:09:45.618,2025-02-12 22:09:45.618
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-02-12,2025-02-12 23:09:45.618,2025-02-12 22:09:45.618
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-02-12,2025-02-12 23:09:45.618,2025-02-12 22:09:45.618
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-02-12,2025-02-12 23:09:45.618,2025-02-12 22:09:45.618
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-02-12,2025-02-12 23:09:45.618,2025-02-12 22:09:45.618
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-02-12,2025-02-12 23:09:45.618,2025-02-12 22:09:45.618
,,"Dolna Odra B5, Dolna Odra B6",,,1.0,,,,,,,,,,2025-02-12,2025-02-12 23:09:45.618,2025-02-12 22:09:45.618
,,"Połaniec B2, Połaniec B3, Połaniec B4, Połaniec B5, Połaniec B6, Połaniec B7",,,2.0,,,,,,,,,,2025-02-12,2025-02-12 23:09:45.618,2025-02-12 22:09:45.618
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,2119.0,,,,,,,,,2025-02-12,2025-02-12 23:09:45.618,2025-02-12 22:09:45.618
,,"Połaniec B5, Połaniec B6, Połaniec B7",,,1.0,,,,,,,,,,2025-02-12,2025-02-12 23:09:45.618,2025-02-12 22:09:45.618
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,165.0,,,,,,,,,2025-02-12,2025-02-12 23:09:45.618,2025-02-12 22:09:45.618
,,"Łaziska 3 B09, Łaziska 3 B10, Łaziska 3 B11, Łaziska 3 B12",,,1.0,,,,,,,,,,2025-02-12,2025-02-12 23:09:45.618,2025-02-12 22:09:45.618
,,"Kozienice 1 B2, Kozienice 1 B6",,,1.0,,,,,,,,,,2025-02-12,2025-02-12 23:09:45.618,2025-02-12 22:09:45.618
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-02-13,2025-02-13 22:44:40.376,2025-02-13 21:44:40.376
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-02-13,2025-02-13 22:44:40.376,2025-02-13 21:44:40.376
,,"Karolin B2 , Karolin B3",,,,,1.0,,,,,,,,2025-02-13,2025-02-13 22:44:40.376,2025-02-13 21:44:40.376
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,2.0,,,,,,,,,,2025-02-13,2025-02-13 22:44:40.376,2025-02-13 21:44:40.376
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-02-13,2025-02-13 22:44:40.376,2025-02-13 21:44:40.376
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-02-13,2025-02-13 22:44:40.376,2025-02-13 21:44:40.376
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,3.0,,,,,,,,,,2025-02-13,2025-02-13 22:44:40.376,2025-02-13 21:44:40.376
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-02-13,2025-02-13 22:44:40.376,2025-02-13 21:44:40.376
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-02-13,2025-02-13 22:44:40.376,2025-02-13 21:44:40.376
,,"Ostrołęka B B01, Ostrołęka B B02, Ostrołęka B B03",,,2.0,,,,,,,,,,2025-02-13,2025-02-13 22:44:40.376,2025-02-13 21:44:40.376
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,1.0,,,,,,,,,,2025-02-13,2025-02-13 22:44:40.376,2025-02-13 21:44:40.376
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-02-13,2025-02-13 22:44:40.376,2025-02-13 21:44:40.376
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-02-13,2025-02-13 22:44:40.376,2025-02-13 21:44:40.376
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-02-13,2025-02-13 22:44:40.376,2025-02-13 21:44:40.376
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-02-13,2025-02-13 22:44:40.376,2025-02-13 21:44:40.376
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-02-13,2025-02-13 22:44:40.376,2025-02-13 21:44:40.376
,,"Kozienice 1 B2, Kozienice 1 B6",,,1.0,,,,,,,,,,2025-02-13,2025-02-13 22:44:40.376,2025-02-13 21:44:40.376
,,"Dolna Odra B5, Dolna Odra B6",,,1.0,,,,,,,,,,2025-02-13,2025-02-13 22:44:40.376,2025-02-13 21:44:40.376
,,"Połaniec B2, Połaniec B3, Połaniec B4, Połaniec B5, Połaniec B6, Połaniec B7",,,2.0,,,,,,,,,,2025-02-13,2025-02-13 22:44:40.376,2025-02-13 21:44:40.376
,,"Solina H3, Solina H4",,,,,1.0,,,,,,,,2025-02-13,2025-02-13 22:44:40.376,2025-02-13 21:44:40.376
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,129.0,,,,,,,,,2025-02-13,2025-02-13 22:44:40.376,2025-02-13 21:44:40.376
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,534.0,,,,,,,,,2025-02-13,2025-02-13 22:44:40.376,2025-02-13 21:44:40.376
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,3.0,,,,,,,,,,2025-02-13,2025-02-13 22:44:40.376,2025-02-13 21:44:40.376
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,4.0,,,,,,,,,,2025-02-13,2025-02-13 22:44:40.376,2025-02-13 21:44:40.376
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,634.0,,,,,,,,,2025-02-13,2025-02-13 22:44:40.376,2025-02-13 21:44:40.376
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-02-14,2025-02-14 23:05:00.510,2025-02-14 22:05:00.510
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-02-14,2025-02-14 23:05:00.510,2025-02-14 22:05:00.510
