node,resource_name,resource_code,direction,pol_min_power_of_unit,pol_min_power_of_unit_plant,pol_max_power_of_unit_plant,pol_max_power_of_unit,from_dtime,from_dtime_utc,to_dtime,to_dtime_utc,time_conditions,limiting_element,add_cond,business_date,publication_ts,publication_ts_utc
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Ostrołęka B B01, Ostrołęka B B02",,,1.0,,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,2.0,,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,3.0,,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,1.0,,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,2119.0,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,3.0,,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,Jaworzno 2  B7,,,1.0,,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Kozienice 1 B2, Kozienice 1 B6",,,1.0,,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,Łagisza B10,,,1.0,,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Turów B01, Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,,853.0,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Połaniec B2, Połaniec B3, Połaniec B4, Połaniec B5, Połaniec B6, Połaniec B7",,,2.0,,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Bełchatów B02, Bełchatów B05",,,,350.0,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Siersza B1, Siersza B2",,,1.0,,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Rybnik B5, Rybnik B6, Rybnik B7, Rybnik B8",,,2.0,,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,,3.0,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,334.0,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,179.0,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,1819.0,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,1719.0,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-01-28,2025-01-28 22:17:55.451,2025-01-28 21:17:55.451
,,Jaworzno 2  B7,,,1.0,,,,,,,,,,2025-01-28,2025-01-28 22:17:55.451,2025-01-28 21:17:55.451
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,3.0,,,,,,,,,,2025-01-28,2025-01-28 22:17:55.451,2025-01-28 21:17:55.451
,,"Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-01-28,2025-01-28 22:17:55.451,2025-01-28 21:17:55.451
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-01-28,2025-01-28 22:17:55.451,2025-01-28 21:17:55.451
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,2.0,,,,,,,,,,2025-01-28,2025-01-28 22:17:55.451,2025-01-28 21:17:55.451
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,3.0,,,,,,,,,,2025-01-28,2025-01-28 22:17:55.451,2025-01-28 21:17:55.451
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-01-28,2025-01-28 22:17:55.451,2025-01-28 21:17:55.451
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-01-28,2025-01-28 22:17:55.451,2025-01-28 21:17:55.451
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-01-28,2025-01-28 22:17:55.451,2025-01-28 21:17:55.451
,,"Ostrołęka B B01, Ostrołęka B B02",,,1.0,,,,,,,,,,2025-01-28,2025-01-28 22:17:55.451,2025-01-28 21:17:55.451
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,1.0,,,,,,,,,,2025-01-28,2025-01-28 22:17:55.451,2025-01-28 21:17:55.451
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-01-28,2025-01-28 22:17:55.451,2025-01-28 21:17:55.451
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-01-28,2025-01-28 22:17:55.451,2025-01-28 21:17:55.451
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-01-28,2025-01-28 22:17:55.451,2025-01-28 21:17:55.451
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-01-28,2025-01-28 22:17:55.451,2025-01-28 21:17:55.451
,,"Połaniec B2, Połaniec B3, Połaniec B4, Połaniec B5, Połaniec B6, Połaniec B7",,,2.0,,,,,,,,,,2025-01-28,2025-01-28 22:17:55.451,2025-01-28 21:17:55.451
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,174.0,,,,,,,,,2025-01-28,2025-01-28 22:17:55.451,2025-01-28 21:17:55.451
,,"Solina H3, Solina H4",,,,,1.0,,,,,,,,2025-01-28,2025-01-28 22:17:55.451,2025-01-28 21:17:55.451
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,534.0,,,,,,,,,2025-01-28,2025-01-28 22:17:55.451,2025-01-28 21:17:55.451
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,Jaworzno 2  B7,,,1.0,,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,3.0,,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,"Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,2.0,,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,3.0,,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,"Ostrołęka B B01, Ostrołęka B B02",,,1.0,,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,1.0,,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,"Połaniec B2, Połaniec B3, Połaniec B4, Połaniec B5, Połaniec B6, Połaniec B7",,,2.0,,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,179.0,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,3.0,,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,"Kozienice 1 B2, Kozienice 1 B6",,,,,1.0,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,Bełchatów B05,,,,228.0,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,Bełchatów B04,,,,229.0,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,634.0,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,534.0,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,Bełchatów B04,,,,185.0,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,Bełchatów B05,,,,185.0,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,Bełchatów B05,,,,210.0,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,Bełchatów B04,,,,210.0,,,,,,,,,2025-01-29,2025-01-29 22:37:15.500,2025-01-29 21:37:15.500
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-01-30,2025-01-30 23:38:35.393,2025-01-30 22:38:35.393
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,3.0,,,,,,,,,,2025-01-30,2025-01-30 23:38:35.393,2025-01-30 22:38:35.393
,,"Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-01-30,2025-01-30 23:38:35.393,2025-01-30 22:38:35.393
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,2.0,,,,,,,,,,2025-01-30,2025-01-30 23:38:35.393,2025-01-30 22:38:35.393
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-01-30,2025-01-30 23:38:35.393,2025-01-30 22:38:35.393
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,3.0,,,,,,,,,,2025-01-30,2025-01-30 23:38:35.393,2025-01-30 22:38:35.393
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-01-30,2025-01-30 23:38:35.393,2025-01-30 22:38:35.393
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-01-30,2025-01-30 23:38:35.393,2025-01-30 22:38:35.393
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-01-30,2025-01-30 23:38:35.393,2025-01-30 22:38:35.393
,,"Ostrołęka B B01, Ostrołęka B B02, Ostrołęka B B03",,,1.0,,,,,,,,,,2025-01-30,2025-01-30 23:38:35.393,2025-01-30 22:38:35.393
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,1.0,,,,,,,,,,2025-01-30,2025-01-30 23:38:35.393,2025-01-30 22:38:35.393
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-01-30,2025-01-30 23:38:35.393,2025-01-30 22:38:35.393
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-01-30,2025-01-30 23:38:35.393,2025-01-30 22:38:35.393
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-01-30,2025-01-30 23:38:35.393,2025-01-30 22:38:35.393
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,634.0,,,,,,,,,2025-01-30,2025-01-30 23:38:35.393,2025-01-30 22:38:35.393
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-01-30,2025-01-30 23:38:35.393,2025-01-30 22:38:35.393
,,"Kozienice 1 B2, Kozienice 1 B6",,,1.0,,,,,,,,,,2025-01-30,2025-01-30 23:38:35.393,2025-01-30 22:38:35.393
,,"Połaniec B2, Połaniec B3, Połaniec B4, Połaniec B5, Połaniec B6, Połaniec B7",,,2.0,,,,,,,,,,2025-01-30,2025-01-30 23:38:35.393,2025-01-30 22:38:35.393
,,"Bełchatów B04, Bełchatów B05",,,,537.0,,,,,,,,,2025-01-30,2025-01-30 23:38:35.393,2025-01-30 22:38:35.393
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,170.0,,,,,,,,,2025-01-30,2025-01-30 23:38:35.393,2025-01-30 22:38:35.393
,,"Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B5, Jaworzno 3 B6",,,3.0,,,,,,,,,,2025-01-30,2025-01-30 23:38:35.393,2025-01-30 22:38:35.393
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,434.0,,,,,,,,,2025-01-30,2025-01-30 23:38:35.393,2025-01-30 22:38:35.393
,,"Bełchatów B04, Bełchatów B05",,,,460.0,,,,,,,,,2025-01-30,2025-01-30 23:38:35.393,2025-01-30 22:38:35.393
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-01-31,2025-01-31 23:40:00.556,2025-01-31 22:40:00.556
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-01-31,2025-01-31 23:40:00.556,2025-01-31 22:40:00.556
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,3.0,,,,,,,,,,2025-01-31,2025-01-31 23:40:00.556,2025-01-31 22:40:00.556
,,"Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-01-31,2025-01-31 23:40:00.556,2025-01-31 22:40:00.556
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-01-31,2025-01-31 23:40:00.556,2025-01-31 22:40:00.556
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,2.0,,,,,,,,,,2025-01-31,2025-01-31 23:40:00.556,2025-01-31 22:40:00.556
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-01-31,2025-01-31 23:40:00.556,2025-01-31 22:40:00.556
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,3.0,,,,,,,,,,2025-01-31,2025-01-31 23:40:00.556,2025-01-31 22:40:00.556
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-01-31,2025-01-31 23:40:00.556,2025-01-31 22:40:00.556
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-01-31,2025-01-31 23:40:00.556,2025-01-31 22:40:00.556
,,"Ostrołęka B B01, Ostrołęka B B02",,,1.0,,,,,,,,,,2025-01-31,2025-01-31 23:40:00.556,2025-01-31 22:40:00.556
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,1.0,,,,,,,,,,2025-01-31,2025-01-31 23:40:00.556,2025-01-31 22:40:00.556
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-01-31,2025-01-31 23:40:00.556,2025-01-31 22:40:00.556
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-01-31,2025-01-31 23:40:00.556,2025-01-31 22:40:00.556
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-01-31,2025-01-31 23:40:00.556,2025-01-31 22:40:00.556
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-01-31,2025-01-31 23:40:00.556,2025-01-31 22:40:00.556
,,"Kozienice 1 B2, Kozienice 1 B6",,,1.0,,,,,,,,,,2025-01-31,2025-01-31 23:40:00.556,2025-01-31 22:40:00.556
,,"Połaniec B2, Połaniec B3, Połaniec B4, Połaniec B5, Połaniec B6, Połaniec B7",,,2.0,,,,,,,,,,2025-01-31,2025-01-31 23:40:00.556,2025-01-31 22:40:00.556
,,"Bełchatów B04, Bełchatów B05",,,,587.0,,,,,,,,,2025-01-31,2025-01-31 23:40:00.556,2025-01-31 22:40:00.556
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,584.0,,,,,,,,,2025-01-31,2025-01-31 23:40:00.556,2025-01-31 22:40:00.556
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-02-01,2025-02-01 23:39:55.458,2025-02-01 22:39:55.458
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,3.0,,,,,,,,,,2025-02-01,2025-02-01 23:39:55.458,2025-02-01 22:39:55.458
,,"Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-02-01,2025-02-01 23:39:55.458,2025-02-01 22:39:55.458
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-02-01,2025-02-01 23:39:55.458,2025-02-01 22:39:55.458
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-02-01,2025-02-01 23:39:55.458,2025-02-01 22:39:55.458
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-02-01,2025-02-01 23:39:55.458,2025-02-01 22:39:55.458
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-02-01,2025-02-01 23:39:55.458,2025-02-01 22:39:55.458
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-02-01,2025-02-01 23:39:55.458,2025-02-01 22:39:55.458
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-02-01,2025-02-01 23:39:55.458,2025-02-01 22:39:55.458
,,"Jaworzno 2  B7, Łagisza B10",,,1.0,,,,,,,,,,2025-02-01,2025-02-01 23:39:55.458,2025-02-01 22:39:55.458
,,"Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-02-01,2025-02-01 23:39:55.458,2025-02-01 22:39:55.458
,,Ostrołęka B B03,,,1.0,,,,,,,,,,2025-02-01,2025-02-01 23:39:55.458,2025-02-01 22:39:55.458
,,"Kozienice 1 B2, Kozienice 1 B6",,,1.0,,,,,,,,,,2025-02-01,2025-02-01 23:39:55.458,2025-02-01 22:39:55.458
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-02-02,2025-02-02 23:24:36.230,2025-02-02 22:24:36.230
,,"Jaworzno 2  B7, Łagisza B10",,,1.0,,,,,,,,,,2025-02-02,2025-02-02 23:24:36.230,2025-02-02 22:24:36.230
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,3.0,,,,,,,,,,2025-02-02,2025-02-02 23:24:36.230,2025-02-02 22:24:36.230
,,"Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-02-02,2025-02-02 23:24:36.230,2025-02-02 22:24:36.230
,,"Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-02-02,2025-02-02 23:24:36.230,2025-02-02 22:24:36.230
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-02-02,2025-02-02 23:24:36.230,2025-02-02 22:24:36.230
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-02-02,2025-02-02 23:24:36.230,2025-02-02 22:24:36.230
